,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
13358,participant_39,2,5,19,398,click,click me,1567628799498,1567628800599,1567628800599,1167,3735,4902,0,0,False,NA,NA,NA,NA,NA
13359,participant_39,2,5,19,399,shortcut,I,1567628800633,1567628804334,1567628804334,3735,100,3835,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13360,participant_39,2,5,20,400,word,puppy,1567628804400,1567628808597,1567628804434,100,7000,7100,0,0,False,NA,NA,NA,NA,NA
13361,participant_39,2,5,20,401,shortcut,N,1567628808630,1567628811434,1567628811434,7000,1434,8434,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13362,participant_39,2,5,21,402,click,click me,1567628811501,1567628812868,1567628812868,1434,1999,3433,0,0,False,NA,NA,NA,NA,NA
13363,participant_39,2,5,21,403,shortcut,R,1567628812896,1567628814867,1567628814867,1999,131,2130,0,1,False,shortcut,shortcut,shortcut,shortcut,click
13364,participant_39,2,5,22,404,word,Odilo,1567628814932,1567628819334,1567628814998,131,6770,6901,0,0,False,NA,NA,NA,NA,NA
13365,participant_39,2,5,22,405,shortcut,J,1567628819367,1567628821768,1567628821768,6770,1797,8567,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13366,participant_39,2,5,23,406,click,click me,1567628821834,1567628823565,1567628823565,1797,1570,3367,0,0,False,NA,NA,NA,NA,NA
13367,participant_39,2,5,23,407,shortcut,left,1567628823599,1567628825135,1567628825135,1570,1567,3137,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13368,participant_39,2,5,24,408,click,click me,1567628825198,1567628826702,1567628826702,1567,3834,5401,0,0,False,NA,NA,NA,NA,NA
13369,participant_39,2,5,24,409,shortcut,N,1567628826734,1567628830536,1567628830536,3834,1497,5331,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13370,participant_39,2,5,25,410,click,click me,1567628830600,1567628832033,1567628832033,1497,1967,3464,0,0,False,NA,NA,NA,NA,NA
13371,participant_39,2,5,25,411,shortcut,D,1567628832066,1567628834000,1567628834000,1967,133,2100,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13372,participant_39,2,5,26,412,word,stare,1567628834066,1567628836435,1567628834133,133,4867,5000,0,0,False,NA,NA,NA,NA,NA
13373,participant_39,2,5,26,413,shortcut,Q,1567628836468,1567628839000,1567628839000,4867,1300,6167,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13374,participant_39,2,5,27,414,click,click me,1567628839066,1567628840300,1567628840300,1300,1466,2766,0,0,False,NA,NA,NA,NA,NA
13375,participant_39,2,5,27,415,shortcut,B,1567628840331,1567628841766,1567628841766,1466,67,1533,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13376,participant_39,2,5,28,416,word,takes,1567628841832,1567628843401,1567628841833,67,2702,2769,0,0,False,NA,NA,NA,NA,NA
13377,participant_39,2,5,28,417,shortcut,left,1567628843431,1567628844535,1567628844535,2702,99,2801,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13378,participant_39,2,5,29,418,word,chord,1567628844600,1567628846066,1567628844634,99,4269,4368,0,0,False,NA,NA,NA,NA,NA
13379,participant_39,2,5,29,419,shortcut,S,1567628846101,1567628848903,1567628848903,4269,1332,5601,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13380,participant_39,2,5,30,420,click,click me,1567628848969,1567628850235,1567628850235,1332,2136,3468,0,0,False,NA,NA,NA,NA,NA
13381,participant_39,2,5,30,421,shortcut,U,1567628850270,1567628852371,1567628852371,2136,96,2232,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13382,participant_39,2,5,31,422,word,White,1567628852435,1567628856900,1567628852467,96,6100,6196,0,0,False,NA,NA,NA,NA,NA
13383,participant_39,2,5,31,423,shortcut,down,1567628856933,1567628858567,1567628858567,6100,136,6236,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13384,participant_39,2,5,32,424,word,baths,1567628858636,1567628860166,1567628858703,136,5000,5136,0,0,False,NA,NA,NA,NA,NA
13385,participant_39,2,5,32,425,shortcut,U,1567628860200,1567628863703,1567628863703,5000,1730,6730,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13386,participant_39,2,5,33,426,click,click me,1567628863765,1567628865433,1567628865433,1730,2501,4231,0,0,False,NA,NA,NA,NA,NA
13387,participant_39,2,5,33,427,shortcut,J,1567628865465,1567628867934,1567628867934,2501,102,2603,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13388,participant_39,2,5,34,428,word,groom,1567628868002,1567628870038,1567628868036,102,3498,3600,0,0,False,NA,NA,NA,NA,NA
13389,participant_39,2,5,34,429,shortcut,L,1567628870070,1567628871534,1567628871534,3498,1437,4935,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13390,participant_39,2,5,35,430,click,click me,1567628871602,1567628872971,1567628872971,1437,2362,3799,0,0,False,NA,NA,NA,NA,NA
13391,participant_39,2,5,35,431,shortcut,T,1567628873003,1567628875333,1567628875333,2362,0,2362,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13392,participant_39,3,6,0,432,click,click me,1567628876400,1567628877701,1567628877701,0,2047,2047,0,0,False,NA,NA,NA,NA,NA
13393,participant_39,3,6,0,433,posture,Left_Close_0_On,1567628877737,1567628879748,1567628879748,2047,1185,3232,27,0,False,On,180,Close,Left,click
13394,participant_39,3,6,1,434,word,ached,1567628879768,1567628881504,1567628880933,1185,1615,2800,0,0,False,NA,NA,NA,NA,NA
13395,participant_39,3,6,1,435,posture,Left_Close_0_Below,1567628881537,1567628882548,1567628882548,1615,1490,3105,29,0,False,Below,180,Close,Left,word
13396,participant_39,3,6,2,436,click,click me,1567628882569,1567628884038,1567628884038,1490,1039,2529,0,0,False,NA,NA,NA,NA,NA
13397,participant_39,3,6,2,437,posture,Left_Close_0_Beside,1567628884070,1567628885077,1567628885077,1039,961,2000,28,0,False,Beside,180,Close,Left,click
13398,participant_39,3,6,3,438,word,weeks,1567628885099,1567628886671,1567628886038,961,1745,2706,0,0,False,NA,NA,NA,NA,NA
13399,participant_39,3,6,3,439,posture,Left_Close_90_On,1567628886702,1567628887783,1567628887783,1745,989,2734,17,8,False,On,90,Close,Left,word
13400,participant_39,3,6,4,440,word,queer,1567628887800,1567628891138,1567628888772,989,3240,4229,0,0,False,NA,NA,NA,NA,NA
13401,participant_39,3,6,4,441,posture,Left_Close_90_Below,1567628891171,1567628892012,1567628892012,3240,1288,4528,17,0,False,Below,90,Close,Left,word
13402,participant_39,3,6,5,442,click,click me,1567628892034,1567628893300,1567628893300,1288,1449,2737,0,0,False,NA,NA,NA,NA,NA
13403,participant_39,3,6,5,443,posture,Left_Close_90_Beside,1567628893337,1567628894749,1567628894749,1449,1152,2601,9,0,False,Beside,90,Close,Left,click
13404,participant_39,3,6,6,444,word,gaudy,1567628894766,1567628896638,1567628895901,1152,1780,2932,0,0,False,NA,NA,NA,NA,NA
13405,participant_39,3,6,6,445,posture,Left_Close_180_On,1567628896671,1567628897681,1567628897681,1780,1424,3204,15,8,False,On,0,Close,Left,word
13406,participant_39,3,6,7,446,click,click me,1567628897699,1567628899105,1567628899105,1424,872,2296,0,0,False,NA,NA,NA,NA,NA
13407,participant_39,3,6,7,447,posture,Left_Close_180_Below,1567628899137,1567628899977,1567628899977,872,1294,2166,20,6,False,Below,0,Close,Left,click
13408,participant_39,3,6,8,448,click,click me,1567628900001,1567628901271,1567628901271,1294,1077,2371,0,0,False,NA,NA,NA,NA,NA
13409,participant_39,3,6,8,449,posture,Left_Close_180_Beside,1567628901303,1567628902348,1567628902348,1077,989,2066,19,0,False,Beside,0,Close,Left,click
13410,participant_39,3,6,9,450,word,poles,1567628902369,1567628903971,1567628903337,989,1145,2134,0,0,False,NA,NA,NA,NA,NA
13411,participant_39,3,6,9,451,posture,Left_Open_0_On,1567628904000,1567628904482,1567628904482,1145,1086,2231,13,3,False,On,180,Open,Left,word
13412,participant_39,3,6,10,452,word,sky's,1567628904502,1567628907038,1567628905568,1086,5012,6098,0,0,False,NA,NA,NA,NA,NA
13413,participant_39,3,6,10,453,posture,Left_Open_0_Below,1567628907068,1567628910580,1567628910580,5012,1491,6503,20,8,False,Below,180,Open,Left,word
13414,participant_39,3,6,11,454,click,click me,1567628910603,1567628912071,1567628912071,1491,1211,2702,0,0,False,NA,NA,NA,NA,NA
13415,participant_39,3,6,11,455,posture,Left_Open_0_Beside,1567628912103,1567628913282,1567628913282,1211,1057,2268,25,0,False,Beside,180,Open,Left,click
13416,participant_39,3,6,12,456,word,scope,1567628913304,1567628914903,1567628914339,1057,1643,2700,0,0,False,NA,NA,NA,NA,NA
13417,participant_39,3,6,12,457,posture,Left_Open_90_On,1567628914937,1567628915982,1567628915982,1643,1757,3400,18,4,False,On,90,Open,Left,word
13418,participant_39,3,6,13,458,click,click me,1567628916003,1567628917739,1567628917739,1757,910,2667,0,0,False,NA,NA,NA,NA,NA
13419,participant_39,3,6,13,459,posture,Left_Open_90_Below,1567628917767,1567628918649,1567628918649,910,1154,2064,21,4,False,Below,90,Open,Left,click
13420,participant_39,3,6,14,460,word,Luisa,1567628918669,1567628922673,1567628919803,1154,3879,5033,0,0,False,NA,NA,NA,NA,NA
13421,participant_39,3,6,14,461,posture,Left_Open_90_Beside,1567628922705,1567628923682,1567628923682,3879,1489,5368,22,7,False,Beside,90,Open,Left,word
13422,participant_39,3,6,15,462,click,click me,1567628923701,1567628925171,1567628925171,1489,944,2433,0,0,False,NA,NA,NA,NA,NA
13423,participant_39,3,6,15,463,posture,Left_Open_180_On,1567628925203,1567628926115,1567628926115,944,1190,2134,24,0,False,On,0,Open,Left,click
13424,participant_39,3,6,16,464,word,Peter,1567628926137,1567628927872,1567628927305,1190,1777,2967,0,0,False,NA,NA,NA,NA,NA
13425,participant_39,3,6,16,465,posture,Left_Open_180_Below,1567628927906,1567628929082,1567628929082,1777,989,2766,23,4,False,Below,0,Open,Left,word
13426,participant_39,3,6,17,466,word,under,1567628929103,1567628930503,1567628930071,989,1375,2364,0,0,False,NA,NA,NA,NA,NA
13427,participant_39,3,6,17,467,posture,Left_Open_180_Beside,1567628930538,1567628931446,1567628931446,1375,1925,3300,14,11,False,Beside,0,Open,Left,word
13428,participant_39,3,6,18,468,click,click me,1567628931471,1567628933371,1567628933371,1925,1312,3237,0,0,False,NA,NA,NA,NA,NA
13429,participant_39,3,6,18,469,posture,Right_Close_0_On,1567628933402,1567628934683,1567628934683,1312,924,2236,20,11,False,On,180,Close,Right,click
13430,participant_39,3,6,19,470,click,click me,1567628934703,1567628935607,1567628935607,924,2672,3596,0,0,False,NA,NA,NA,NA,NA
13431,participant_39,3,6,19,471,posture,Right_Close_0_Below,1567628935638,1567628938279,1567628938279,2672,1292,3964,28,0,False,Below,180,Close,Right,click
13432,participant_39,3,6,20,472,word,he'll,1567628938302,1567628940773,1567628939571,1292,2278,3570,0,0,False,NA,NA,NA,NA,NA
13433,participant_39,3,6,20,473,posture,Right_Close_0_Beside,1567628940801,1567628941849,1567628941849,2278,1489,3767,30,0,False,Beside,180,Close,Right,word
13434,participant_39,3,6,21,474,click,click me,1567628941871,1567628943338,1567628943338,1489,1011,2500,0,0,False,NA,NA,NA,NA,NA
13435,participant_39,3,6,21,475,posture,Right_Close_90_On,1567628943368,1567628944349,1567628944349,1011,991,2002,22,8,False,On,90,Close,Right,click
13436,participant_39,3,6,22,476,word,after,1567628944371,1567628947038,1567628945340,991,5350,6341,0,0,False,NA,NA,NA,NA,NA
13437,participant_39,3,6,22,477,posture,Right_Close_90_Below,1567628947071,1567628950690,1567628950690,5350,1284,6634,24,7,False,Below,90,Close,Right,word
13438,participant_39,3,6,23,478,click,click me,1567628950703,1567628951974,1567628951974,1284,1311,2595,0,0,False,NA,NA,NA,NA,NA
13439,participant_39,3,6,23,479,posture,Right_Close_90_Beside,1567628952002,1567628953285,1567628953285,1311,1289,2600,26,4,False,Beside,90,Close,Right,click
13440,participant_39,3,6,24,480,click,click me,1567628953303,1567628954574,1567628954574,1289,1274,2563,0,0,False,NA,NA,NA,NA,NA
13441,participant_39,3,6,24,481,posture,Right_Close_180_On,1567628954604,1567628955848,1567628955848,1274,1392,2666,24,8,False,On,0,Close,Right,click
13442,participant_39,3,6,25,482,click,click me,1567628955873,1567628957240,1567628957240,1392,1643,3035,0,0,False,NA,NA,NA,NA,NA
13443,participant_39,3,6,25,483,posture,Right_Close_180_Below,1567628957270,1567628958883,1567628958883,1643,1126,2769,28,4,False,Below,0,Close,Right,click
13444,participant_39,3,6,26,484,word,wages,1567628958905,1567628960941,1567628960009,1126,2973,4099,0,0,False,NA,NA,NA,NA,NA
13445,participant_39,3,6,26,485,posture,Right_Close_180_Beside,1567628960971,1567628962982,1567628962982,2973,1625,4598,22,8,False,Beside,0,Close,Right,word
13446,participant_39,3,6,27,486,click,click me,1567628963006,1567628964607,1567628964607,1625,1876,3501,0,0,False,NA,NA,NA,NA,NA
13447,participant_39,3,6,27,487,posture,Right_Open_0_On,1567628964640,1567628966483,1567628966483,1876,1188,3064,18,0,False,On,180,Open,Right,click
13448,participant_39,3,6,28,488,word,haste,1567628966503,1567628968238,1567628967671,1188,1643,2831,0,0,False,NA,NA,NA,NA,NA
13449,participant_39,3,6,28,489,posture,Right_Open_0_Below,1567628968274,1567628969314,1567628969314,1643,1225,2868,28,0,False,Below,180,Open,Right,word
13450,participant_39,3,6,29,490,word,Grimm,1567628969339,1567628973574,1567628970539,1225,4313,5538,0,0,False,NA,NA,NA,NA,NA
13451,participant_39,3,6,29,491,posture,Right_Open_0_Beside,1567628973603,1567628974852,1567628974852,4313,1552,5865,19,12,False,Beside,180,Open,Right,word
13452,participant_39,3,6,30,492,click,click me,1567628974871,1567628976404,1567628976404,1552,1079,2631,0,0,False,NA,NA,NA,NA,NA
13453,participant_39,3,6,30,493,posture,Right_Open_90_On,1567628976440,1567628977483,1567628977483,1079,1124,2203,25,3,False,On,90,Open,Right,click
13454,participant_39,3,6,31,494,word,irony,1567628977504,1567628980739,1567628978607,1124,3280,4404,0,0,False,NA,NA,NA,NA,NA
13455,participant_39,3,6,31,495,posture,Right_Open_90_Below,1567628980771,1567628981887,1567628981887,3280,1184,4464,19,8,False,Below,90,Open,Right,word
13456,participant_39,3,6,32,496,word,erect,1567628981904,1567628985975,1567628983071,1184,3944,5128,0,0,False,NA,NA,NA,NA,NA
13457,participant_39,3,6,32,497,posture,Right_Open_90_Beside,1567628986005,1567628987015,1567628987015,3944,1559,5503,24,4,False,Beside,90,Open,Right,word
13458,participant_39,3,6,33,498,click,click me,1567628987039,1567628988574,1567628988574,1559,1979,3538,0,0,False,NA,NA,NA,NA,NA
13459,participant_39,3,6,33,499,posture,Right_Open_180_On,1567628988606,1567628990553,1567628990553,1979,1388,3367,25,8,False,On,0,Open,Right,click
13460,participant_39,3,6,34,500,word,God's,1567628990573,1567628994342,1567628991941,1388,3641,5029,0,0,False,NA,NA,NA,NA,NA
13461,participant_39,3,6,34,501,posture,Right_Open_180_Below,1567628994374,1567628995582,1567628995582,3641,2022,5663,27,4,False,Below,0,Open,Right,word
13462,participant_39,3,6,35,502,click,click me,1567628995607,1567628997604,1567628997604,2022,1247,3269,0,0,False,NA,NA,NA,NA,NA
13463,participant_39,3,6,35,503,posture,Right_Open_180_Beside,1567628997641,1567628998851,1567628998851,1247,0,1247,25,5,False,Beside,0,Open,Right,click
13464,participant_39,3,7,0,504,click,click me,1567629000105,1567629002409,1567629002409,0,2098,2098,0,0,False,NA,NA,NA,NA,NA
13465,participant_39,3,7,0,505,shortcut,K,1567629002440,1567629004507,1567629004507,2098,66,2164,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13466,participant_39,3,7,1,506,word,froze,1567629004573,1567629006305,1567629004573,66,3633,3699,0,0,False,NA,NA,NA,NA,NA
13467,participant_39,3,7,1,507,shortcut,up,1567629006341,1567629008206,1567629008206,3633,1768,5401,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13468,participant_39,3,7,2,508,click,click me,1567629008271,1567629009974,1567629009974,1768,2767,4535,0,0,False,NA,NA,NA,NA,NA
13469,participant_39,3,7,2,509,shortcut,T,1567629010006,1567629012741,1567629012741,2767,65,2832,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13470,participant_39,3,7,3,510,word,spark,1567629012806,1567629015976,1567629012806,65,5868,5933,0,0,False,NA,NA,NA,NA,NA
13471,participant_39,3,7,3,511,shortcut,R,1567629016007,1567629018674,1567629018674,5868,136,6004,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13472,participant_39,3,7,4,512,word,coals,1567629018743,1567629024241,1567629018810,136,7530,7666,0,0,False,NA,NA,NA,NA,NA
13473,participant_39,3,7,4,513,shortcut,O,1567629024272,1567629026340,1567629026340,7530,1204,8734,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13474,participant_39,3,7,5,514,click,click me,1567629026410,1567629027544,1567629027544,1204,1897,3101,0,0,False,NA,NA,NA,NA,NA
13475,participant_39,3,7,5,515,shortcut,H,1567629027575,1567629029441,1567629029441,1897,68,1965,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13476,participant_39,3,7,6,516,word,fling,1567629029509,1567629031443,1567629029509,68,4231,4299,0,0,False,NA,NA,NA,NA,NA
13477,participant_39,3,7,6,517,shortcut,Y,1567629031474,1567629033740,1567629033740,4231,1601,5832,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13478,participant_39,3,7,7,518,click,click me,1567629033809,1567629035341,1567629035341,1601,4635,6236,0,0,False,NA,NA,NA,NA,NA
13479,participant_39,3,7,7,519,shortcut,I,1567629035377,1567629039976,1567629039976,4635,1465,6100,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13480,participant_39,3,7,8,520,click,click me,1567629040044,1567629041441,1567629041441,1465,1467,2932,0,0,False,NA,NA,NA,NA,NA
13481,participant_39,3,7,8,521,shortcut,O,1567629041472,1567629042908,1567629042908,1467,103,1570,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13482,participant_39,3,7,9,522,word,store,1567629042973,1567629044374,1567629043011,103,3200,3303,0,0,False,NA,NA,NA,NA,NA
13483,participant_39,3,7,9,523,shortcut,S,1567629044408,1567629046211,1567629046211,3200,99,3299,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13484,participant_39,3,7,10,524,word,blast,1567629046273,1567629048242,1567629046310,99,5466,5565,0,0,False,NA,NA,NA,NA,NA
13485,participant_39,3,7,10,525,shortcut,Y,1567629048274,1567629051776,1567629051776,5466,1602,7068,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13486,participant_39,3,7,11,526,click,click me,1567629051843,1567629053378,1567629053378,1602,2196,3798,0,0,False,NA,NA,NA,NA,NA
13487,participant_39,3,7,11,527,shortcut,O,1567629053410,1567629055574,1567629055574,2196,65,2261,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13488,participant_39,3,7,12,528,word,where,1567629055639,1567629057309,1567629055639,65,5237,5302,0,0,False,NA,NA,NA,NA,NA
13489,participant_39,3,7,12,529,shortcut,L,1567629057342,1567629060876,1567629060876,5237,1201,6438,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13490,participant_39,3,7,13,530,click,click me,1567629060940,1567629062077,1567629062077,1201,1901,3102,0,0,False,NA,NA,NA,NA,NA
13491,participant_39,3,7,13,531,shortcut,E,1567629062110,1567629063978,1567629063978,1901,132,2033,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13492,participant_39,3,7,14,532,word,ain't,1567629064044,1567629067378,1567629064110,132,5064,5196,0,0,False,NA,NA,NA,NA,NA
13493,participant_39,3,7,14,533,shortcut,Z,1567629067406,1567629069174,1567629069174,5064,1604,6668,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13494,participant_39,3,7,15,534,click,click me,1567629069242,1567629070778,1567629070778,1604,2666,4270,0,0,False,NA,NA,NA,NA,NA
13495,participant_39,3,7,15,535,shortcut,J,1567629070811,1567629073444,1567629073444,2666,65,2731,0,1,False,shortcut,shortcut,shortcut,shortcut,click
13496,participant_39,3,7,16,536,word,sayin,1567629073509,1567629076044,1567629073509,65,6135,6200,0,0,False,NA,NA,NA,NA,NA
13497,participant_39,3,7,16,537,shortcut,L,1567629076076,1567629079644,1567629079644,6135,101,6236,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13498,participant_39,3,7,17,538,word,heard,1567629079709,1567629081376,1567629079745,101,4497,4598,0,0,False,NA,NA,NA,NA,NA
13499,participant_39,3,7,17,539,shortcut,F,1567629081409,1567629084242,1567629084242,4497,1668,6165,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13500,participant_39,3,7,18,540,click,click me,1567629084307,1567629085910,1567629085910,1668,4832,6500,0,0,False,NA,NA,NA,NA,NA
13501,participant_39,3,7,18,541,shortcut,V,1567629085941,1567629090742,1567629090742,4832,2266,7098,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13502,participant_39,3,7,19,542,click,click me,1567629090809,1567629093008,1567629093008,2266,3037,5303,0,0,False,NA,NA,NA,NA,NA
13503,participant_39,3,7,19,543,shortcut,K,1567629093044,1567629096045,1567629096045,3037,63,3100,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13504,participant_39,3,7,20,544,word,waist,1567629096107,1567629098109,1567629096108,63,3769,3832,0,0,False,NA,NA,NA,NA,NA
13505,participant_39,3,7,20,545,shortcut,L,1567629098144,1567629099877,1567629099877,3769,1433,5202,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13506,participant_39,3,7,21,546,click,click me,1567629099943,1567629101310,1567629101310,1433,2969,4402,0,0,False,NA,NA,NA,NA,NA
13507,participant_39,3,7,21,547,shortcut,K,1567629101340,1567629104279,1567629104279,2969,100,3069,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13508,participant_39,3,7,22,548,word,slope,1567629104344,1567629106010,1567629104379,100,4434,4534,0,0,False,NA,NA,NA,NA,NA
13509,participant_39,3,7,22,549,shortcut,B,1567629106044,1567629108813,1567629108813,4434,1233,5667,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13510,participant_39,3,7,23,550,click,click me,1567629108877,1567629110046,1567629110046,1233,4562,5795,0,0,False,NA,NA,NA,NA,NA
13511,participant_39,3,7,23,551,shortcut,S,1567629110079,1567629114608,1567629114608,4562,871,5433,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13512,participant_39,3,7,24,552,click,click me,1567629114679,1567629115479,1567629115479,871,1531,2402,0,0,False,NA,NA,NA,NA,NA
13513,participant_39,3,7,24,553,shortcut,down,1567629115512,1567629117010,1567629117010,1531,1737,3268,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13514,participant_39,3,7,25,554,click,click me,1567629117078,1567629118747,1567629118747,1737,2996,4733,0,0,False,NA,NA,NA,NA,NA
13515,participant_39,3,7,25,555,shortcut,Q,1567629118777,1567629121743,1567629121743,2996,102,3098,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13516,participant_39,3,7,26,556,word,wheel,1567629121810,1567629123446,1567629121845,102,3534,3636,0,0,False,NA,NA,NA,NA,NA
13517,participant_39,3,7,26,557,shortcut,N,1567629123479,1567629125379,1567629125379,3534,2533,6067,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13518,participant_39,3,7,27,558,click,click me,1567629125442,1567629127912,1567629127912,2533,2469,5002,0,0,False,NA,NA,NA,NA,NA
13519,participant_39,3,7,27,559,shortcut,Y,1567629127947,1567629130381,1567629130381,2469,95,2564,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13520,participant_39,3,7,28,560,word,fires,1567629130446,1567629132079,1567629130476,95,3470,3565,0,0,False,NA,NA,NA,NA,NA
13521,participant_39,3,7,28,561,shortcut,E,1567629132112,1567629133946,1567629133946,3470,134,3604,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13522,participant_39,3,7,29,562,word,cuffs,1567629134013,1567629135846,1567629134080,134,3968,4102,0,0,False,NA,NA,NA,NA,NA
13523,participant_39,3,7,29,563,shortcut,B,1567629135879,1567629138048,1567629138048,3968,1561,5529,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13524,participant_39,3,7,30,564,click,click me,1567629138109,1567629139609,1567629139609,1561,1971,3532,0,0,False,NA,NA,NA,NA,NA
13525,participant_39,3,7,30,565,shortcut,C,1567629139645,1567629141580,1567629141580,1971,130,2101,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13526,participant_39,3,7,31,566,word,blood,1567629141645,1567629143382,1567629141710,130,4003,4133,0,0,False,NA,NA,NA,NA,NA
13527,participant_39,3,7,31,567,shortcut,Z,1567629143414,1567629145713,1567629145713,4003,134,4137,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13528,participant_39,3,7,32,568,word,meant,1567629145776,1567629147314,1567629145847,134,3968,4102,0,0,False,NA,NA,NA,NA,NA
13529,participant_39,3,7,32,569,shortcut,G,1567629147348,1567629149815,1567629149815,3968,1696,5664,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13530,participant_39,3,7,33,570,click,click me,1567629149880,1567629151511,1567629151511,1696,4735,6431,0,0,False,NA,NA,NA,NA,NA
13531,participant_39,3,7,33,571,shortcut,I,1567629151547,1567629156246,1567629156246,4735,100,4835,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13532,participant_39,3,7,34,572,word,Favre,1567629156313,1567629159047,1567629156346,100,5236,5336,0,0,False,NA,NA,NA,NA,NA
13533,participant_39,3,7,34,573,shortcut,L,1567629159078,1567629161582,1567629161582,5236,1567,6803,0,0,False,shortcut,shortcut,shortcut,shortcut,word
13534,participant_39,3,7,35,574,click,click me,1567629161644,1567629163149,1567629163149,1567,1829,3396,0,0,False,NA,NA,NA,NA,NA
13535,participant_39,3,7,35,575,shortcut,L,1567629163178,1567629164978,1567629164978,1829,0,1829,0,0,False,shortcut,shortcut,shortcut,shortcut,click
13536,participant_39,4,8,0,576,click,click me,1567629166077,1567629167614,1567629167614,0,1142,1142,0,0,False,NA,NA,NA,NA,NA
13537,participant_39,4,8,0,577,posture,Left_Close_0_On,1567629167646,1567629168756,1567629168756,1142,957,2099,32,0,False,On,180,Close,Left,click
13538,participant_39,4,8,1,578,word,sadly,1567629168779,1567629171882,1567629169713,957,3610,4567,0,0,False,NA,NA,NA,NA,NA
13539,participant_39,4,8,1,579,posture,Left_Close_0_Below,1567629171914,1567629173323,1567629173323,3610,1522,5132,24,0,False,Below,180,Close,Left,word
13540,participant_39,4,8,2,580,click,click me,1567629173347,1567629174845,1567629174845,1522,1147,2669,0,0,False,NA,NA,NA,NA,NA
13541,participant_39,4,8,2,581,posture,Left_Close_0_Beside,1567629174881,1567629175992,1567629175992,1147,1024,2171,29,0,False,Beside,180,Close,Left,click
13542,participant_39,4,8,3,582,word,knife,1567629176012,1567629177645,1567629177016,1024,1539,2563,0,0,False,NA,NA,NA,NA,NA
13543,participant_39,4,8,3,583,posture,Left_Close_90_On,1567629177679,1567629178555,1567629178555,1539,860,2399,17,8,False,On,90,Close,Left,word
13544,participant_39,4,8,4,584,word,cuffs,1567629178577,1567629180013,1567629179415,860,1546,2406,0,0,False,NA,NA,NA,NA,NA
13545,participant_39,4,8,4,585,posture,Left_Close_90_Below,1567629180047,1567629180961,1567629180961,1546,1521,3067,24,0,False,Below,90,Close,Left,word
13546,participant_39,4,8,5,586,click,click me,1567629180979,1567629182482,1567629182482,1521,875,2396,0,0,False,NA,NA,NA,NA,NA
13547,participant_39,4,8,5,587,posture,Left_Close_90_Beside,1567629182514,1567629183357,1567629183357,875,1024,1899,7,0,False,Beside,90,Close,Left,click
