,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
505,participant_31,3,7,0,505,shortcut,R,1567120092991,1567120094624,1567120094624,1662,103,1765,1633,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
507,participant_31,3,7,1,507,shortcut,K,1567120096756,1567120098627,1567120098627,3900,1967,5867,1871,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
509,participant_31,3,7,2,509,shortcut,left,1567120100624,1567120102195,1567120102195,1601,96,1697,1571,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
511,participant_31,3,7,3,511,shortcut,Z,1567120104694,1567120106357,1567120106357,4066,66,4132,1663,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
513,participant_31,3,7,4,513,shortcut,Y,1567120108560,1567120110394,1567120110394,3971,1629,5600,1834,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
515,participant_31,3,7,5,515,shortcut,V,1567120112059,1567120113627,1567120113627,1604,67,1671,1568,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
517,participant_31,3,7,6,517,shortcut,B,1567120116226,1567120117727,1567120117727,4033,1567,5600,1501,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
519,participant_31,3,7,7,519,shortcut,R,1567120119324,1567120121162,1567120121162,1868,1232,3100,1838,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
521,participant_31,3,7,8,521,shortcut,A,1567120122424,1567120124157,1567120124157,1763,66,1829,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
523,participant_31,3,7,9,523,shortcut,D,1567120126592,1567120128259,1567120128259,4036,67,4103,1667,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
527,participant_31,3,7,11,527,shortcut,C,1567120138695,1567120140259,1567120140259,1602,102,1704,1564,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
531,participant_31,3,7,13,531,shortcut,S,1567120146895,1567120148725,1567120148725,1863,100,1963,1830,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
535,participant_31,3,7,15,535,shortcut,I,1567120158461,1567120160727,1567120160727,2298,102,2400,2266,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
537,participant_31,3,7,16,537,shortcut,G,1567120163858,1567120165659,1567120165659,4830,69,4899,1801,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
539,participant_31,3,7,17,539,shortcut,left,1567120167628,1567120169163,1567120169163,3435,1562,4997,1535,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
541,participant_31,3,7,18,541,shortcut,D,1567120170761,1567120172597,1567120172597,1872,1299,3171,1836,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
543,participant_31,3,7,19,543,shortcut,L,1567120173928,1567120175897,1567120175897,2001,66,2067,1969,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
547,participant_31,3,7,21,547,shortcut,W,1567120184128,1567120186028,1567120186028,1932,99,2031,1900,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
549,participant_31,3,7,22,549,shortcut,H,1567120189861,1567120191497,1567120191497,5370,1599,6969,1636,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
551,participant_31,3,7,23,551,shortcut,Y,1567120193130,1567120194597,1567120194597,1501,1099,2600,1467,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
553,participant_31,3,7,24,553,shortcut,right,1567120195729,1567120197162,1567120197162,1466,1135,2601,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
555,participant_31,3,7,25,555,shortcut,V,1567120198325,1567120199862,1567120199862,1565,65,1630,1537,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
557,participant_31,3,7,26,557,shortcut,N,1567120202261,1567120204463,1567120204463,4536,1267,5803,2202,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
561,participant_31,3,7,28,561,shortcut,S,1567120211695,1567120213698,1567120213698,5401,100,5501,2003,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
563,participant_31,3,7,29,563,shortcut,G,1567120217230,1567120218997,1567120218997,5199,1201,6400,1767,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
565,participant_31,3,7,30,565,shortcut,right,1567120220231,1567120221798,1567120221798,1600,133,1733,1567,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
567,participant_31,3,7,31,567,shortcut,N,1567120227795,1567120229528,1567120229528,7597,65,7662,1733,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
569,participant_31,3,7,32,569,shortcut,down,1567120231826,1567120233930,1567120233930,4337,1365,5702,2104,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
571,participant_31,3,7,33,571,shortcut,Q,1567120235333,1567120237231,1567120237231,1936,68,2004,1898,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
575,participant_31,3,7,35,575,shortcut,C,1567120243398,1567120245432,1567120245432,2067,0,2067,2034,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
577,participant_31,4,8,0,577,posture,Left_Close_0_On,1567120257665,1567120258878,1567120258878,1250,1352,2602,1213,26,4,False,On,0,Close,Non Dominant,click,word
579,participant_31,4,8,1,579,posture,Left_Close_0_Below,1567120261698,1567120263109,1567120263109,2879,1256,4135,1411,19,8,False,Below,0,Close,Non Dominant,word,click
581,participant_31,4,8,2,581,posture,Left_Close_0_Beside,1567120264398,1567120265510,1567120265510,1145,1190,2335,1112,28,0,False,Beside,0,Close,Non Dominant,click,word
583,participant_31,4,8,3,583,posture,Left_Close_90_On,1567120268099,1567120269240,1567120269240,2540,1159,3699,1141,24,4,False,On,90,Close,Non Dominant,word,word
585,participant_31,4,8,4,585,posture,Left_Close_90_Below,1567120271565,1567120272605,1567120272605,2206,1394,3600,1040,20,2,False,Below,90,Close,Non Dominant,word,click
587,participant_31,4,8,5,587,posture,Left_Close_90_Beside,1567120274032,1567120275640,1567120275640,1641,1359,3000,1608,34,0,False,Beside,90,Close,Non Dominant,click,word
589,participant_31,4,8,6,589,posture,Left_Close_180_On,1567120277965,1567120279243,1567120279243,2244,1222,3466,1278,18,11,False,On,180,Close,Non Dominant,word,click
591,participant_31,4,8,7,591,posture,Left_Close_180_Below,1567120280495,1567120281644,1567120281644,1179,1222,2401,1149,25,7,False,Below,180,Close,Non Dominant,click,click
593,participant_31,4,8,8,593,posture,Left_Close_180_Beside,1567120282899,1567120284179,1567120284179,1313,1254,2567,1280,18,13,False,Beside,180,Close,Non Dominant,click,word
595,participant_31,4,8,9,595,posture,Left_Open_0_On,1567120286233,1567120287146,1567120287146,1713,50,1763,913,25,2,False,On,0,Open,Non Dominant,word,word
599,participant_31,4,8,11,599,posture,Left_Open_0_Beside,1567120297332,1567120298478,1567120298478,1178,1356,2534,1146,23,0,False,Beside,0,Open,Non Dominant,click,word
601,participant_31,4,8,12,601,posture,Left_Open_90_On,1567120301699,1567120302878,1567120302878,3044,1223,4267,1179,21,2,False,On,90,Open,Non Dominant,word,click
603,participant_31,4,8,13,603,posture,Left_Open_90_Below,1567120304134,1567120305181,1567120305181,1080,1119,2199,1047,21,0,False,Below,90,Open,Non Dominant,click,word
605,participant_31,4,8,14,605,posture,Left_Open_90_Beside,1567120307700,1567120308942,1567120308942,2642,1992,4634,1242,23,4,False,Beside,90,Open,Non Dominant,word,click
607,participant_31,4,8,15,607,posture,Left_Open_180_On,1567120310965,1567120312044,1567120312044,1110,1225,2335,1079,2,0,False,On,180,Open,Non Dominant,click,word
609,participant_31,4,8,16,609,posture,Left_Open_180_Below,1567120314333,1567120315476,1567120315476,2207,1455,3662,1143,19,5,False,Below,180,Open,Non Dominant,word,word
611,participant_31,4,8,17,611,posture,Left_Open_180_Beside,1567120317998,1567120319810,1567120319810,2879,1457,4336,1812,21,9,False,Beside,180,Open,Non Dominant,word,click
613,participant_31,4,8,18,613,posture,Right_Close_0_On,1567120321296,1567120322610,1567120322610,1343,1490,2833,1314,20,11,False,On,0,Close,Dominant,click,click
617,participant_31,4,8,20,617,posture,Right_Close_0_Beside,1567120329734,1567120331080,1567120331080,2112,1120,3232,1346,30,0,False,Beside,0,Close,Dominant,word,click
619,participant_31,4,8,21,619,posture,Right_Close_90_On,1567120332232,1567120333377,1567120333377,1177,1091,2268,1145,28,0,False,On,90,Close,Dominant,click,word
621,participant_31,4,8,22,621,posture,Right_Close_90_Below,1567120336501,1567120337545,1567120337545,3077,1188,4265,1044,16,12,False,Below,90,Close,Dominant,word,click
623,participant_31,4,8,23,623,posture,Right_Close_90_Beside,1567120338763,1567120339813,1567120339813,1080,1222,2302,1050,27,4,False,Beside,90,Close,Dominant,click,click
625,participant_31,4,8,24,625,posture,Right_Close_180_On,1567120341067,1567120342647,1567120342647,1612,1489,3101,1580,24,8,False,On,180,Close,Dominant,click,click
627,participant_31,4,8,25,627,posture,Right_Close_180_Below,1567120344173,1567120346280,1567120346280,2144,1419,3563,2107,37,0,False,Below,180,Close,Dominant,click,word
631,participant_31,4,8,27,631,posture,Right_Open_0_On,1567120352634,1567120353578,1567120353578,976,1320,2296,944,27,0,False,On,0,Open,Dominant,click,word
635,participant_31,4,8,29,635,posture,Right_Open_0_Beside,1567120365069,1567120366379,1567120366379,4244,1290,5534,1310,14,12,False,Beside,0,Open,Dominant,word,click
637,participant_31,4,8,30,637,posture,Right_Open_90_On,1567120367701,1567120368682,1567120368682,1013,1151,2164,981,25,3,False,On,90,Open,Dominant,click,word
639,participant_31,4,8,31,639,posture,Right_Open_90_Below,1567120371000,1567120372176,1567120372176,2343,1292,3635,1176,17,8,False,Below,90,Open,Dominant,word,word
641,participant_31,4,8,32,641,posture,Right_Open_90_Beside,1567120374503,1567120376080,1567120376080,2612,1355,3967,1577,27,4,False,Beside,90,Open,Dominant,word,click
643,participant_31,4,8,33,643,posture,Right_Open_180_On,1567120377467,1567120378644,1567120378644,1209,1322,2531,1177,21,0,False,On,180,Open,Dominant,click,word
645,participant_31,4,8,34,645,posture,Right_Open_180_Below,1567120381067,1567120382851,1567120382851,2885,2218,5103,1784,27,8,False,Below,180,Open,Dominant,word,click
647,participant_31,4,8,35,647,posture,Right_Open_180_Beside,1567120385103,1567120387544,1567120387544,2475,0,2475,2441,27,4,False,Beside,180,Open,Dominant,click,click
651,participant_31,4,9,1,651,shortcut,Q,1567120399735,1567120401833,1567120401833,4230,2035,6265,2098,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
655,participant_31,4,9,3,655,shortcut,L,1567120410136,1567120412304,1567120412304,4936,98,5034,2168,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
657,participant_31,4,9,4,657,shortcut,P,1567120414871,1567120416601,1567120416601,4199,1436,5635,1730,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
659,participant_31,4,9,5,659,shortcut,K,1567120418066,1567120420305,1567120420305,2268,99,2367,2239,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
661,participant_31,4,9,6,661,shortcut,T,1567120422403,1567120424601,1567120424601,4197,1235,5432,2198,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
665,participant_31,4,9,8,665,shortcut,E,1567120430070,1567120432205,1567120432205,2170,130,2300,2135,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
667,participant_31,4,9,9,667,shortcut,K,1567120435799,1567120437501,1567120437501,5166,104,5270,1702,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
669,participant_31,4,9,10,669,shortcut,down,1567120439700,1567120442068,1567120442068,4463,1367,5830,2368,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
673,participant_31,4,9,12,673,shortcut,G,1567120448136,1567120450339,1567120450339,4101,1498,5599,2203,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
675,participant_31,4,9,13,675,shortcut,C,1567120451870,1567120453805,1567120453805,1968,99,2067,1935,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
677,participant_31,4,9,14,677,shortcut,A,1567120456005,1567120457972,1567120457972,4068,1766,5834,1967,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
679,participant_31,4,9,15,679,shortcut,U,1567120459771,1567120461707,1567120461707,1969,98,2067,1936,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
681,participant_31,4,9,16,681,shortcut,left,1567120464302,1567120465937,1567120465937,4132,101,4233,1635,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
683,participant_31,4,9,17,683,shortcut,T,1567120468401,1567120470205,1567120470205,4167,1466,5633,1804,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
685,participant_31,4,9,18,685,shortcut,W,1567120471705,1567120474002,1567120474002,2331,1537,3868,2297,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
689,participant_31,4,9,20,689,shortcut,W,1567120483269,1567120485073,1567120485073,6538,1566,8104,1804,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
693,participant_31,4,9,22,693,shortcut,D,1567120495771,1567120497640,1567120497640,7067,1767,8834,1869,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
695,participant_31,4,9,23,695,shortcut,R,1567120499438,1567120501773,1567120501773,2366,1367,3733,2335,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
697,participant_31,4,9,24,697,shortcut,C,1567120503175,1567120505372,1567120505372,2232,1498,3730,2197,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
699,participant_31,4,9,25,699,shortcut,R,1567120506907,1567120508372,1567120508372,1502,97,1599,1465,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
701,participant_31,4,9,26,701,shortcut,B,1567120514135,1567120516641,1567120516641,8172,1632,9804,2506,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
703,participant_31,4,9,27,703,shortcut,O,1567120518302,1567120520206,1567120520206,1933,101,2034,1904,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
705,participant_31,4,9,28,705,shortcut,O,1567120522605,1567120524240,1567120524240,3933,96,4029,1635,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
707,participant_31,4,9,29,707,shortcut,C,1567120526539,1567120528307,1567120528307,3971,1233,5204,1768,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
709,participant_31,4,9,30,709,shortcut,Z,1567120529573,1567120531237,1567120531237,1697,104,1801,1664,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
711,participant_31,4,9,31,711,shortcut,B,1567120533641,1567120535475,1567120535475,4134,98,4232,1834,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
713,participant_31,4,9,32,713,shortcut,left,1567120538140,1567120539676,1567120539676,4103,1666,5769,1536,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
715,participant_31,4,9,33,715,shortcut,S,1567120541373,1567120543874,1567120543874,2532,164,2696,2501,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
717,participant_31,4,9,34,717,shortcut,J,1567120546873,1567120549076,1567120549076,5038,1896,6934,2203,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
719,participant_31,4,9,35,719,shortcut,Q,1567120551005,1567120552940,1567120552940,1968,0,1968,1935,0,0,False,shortcut,shortcut,shortcut,shortcut,click,NA
865,participant_50,1,2,0,145,posture,Left_Close_0_On,1568140067254,1568140068700,1568140068700,1480,1319,2799,1446,27,0,False,On,0,Close,Dominant,click,word
867,participant_50,1,2,1,147,posture,Left_Close_0_Below,1568140071186,1568140072566,1568140072566,2547,1857,4404,1380,24,0,False,Below,0,Close,Dominant,word,click
869,participant_50,1,2,2,149,posture,Left_Close_0_Beside,1568140074456,1568140076332,1568140076332,1909,1388,3297,1876,28,0,False,Beside,0,Close,Dominant,click,word
871,participant_50,1,2,3,151,posture,Left_Close_90_On,1568140079319,1568140080833,1568140080833,3113,1256,4369,1514,21,0,False,On,90,Close,Dominant,word,word
873,participant_50,1,2,4,153,posture,Left_Close_90_Below,1568140082989,1568140084868,1568140084868,2779,1888,4667,1879,24,0,False,Below,90,Close,Dominant,word,click
875,participant_50,1,2,5,155,posture,Left_Close_90_Beside,1568140086790,1568140088197,1568140088197,1441,1492,2933,1407,9,0,False,Beside,90,Close,Dominant,click,word
877,participant_50,1,2,6,157,posture,Left_Close_180_On,1568140090820,1568140092366,1568140092366,2677,1821,4498,1546,19,16,False,On,180,Close,Dominant,word,click
879,participant_50,1,2,7,159,posture,Left_Close_180_Below,1568140094221,1568140095467,1568140095467,1280,1491,2771,1246,20,6,False,Below,180,Close,Dominant,click,click
881,participant_50,1,2,8,161,posture,Left_Close_180_Beside,1568140096989,1568140098165,1568140098165,1207,1258,2465,1176,33,0,False,Beside,180,Close,Dominant,click,word
883,participant_50,1,2,9,163,posture,Left_Open_0_On,1568140100488,1568140101631,1568140101631,2208,1291,3499,1143,29,0,False,On,0,Open,Dominant,word,word
885,participant_50,1,2,10,165,posture,Left_Open_0_Below,1568140104186,1568140105867,1568140105867,2945,1920,4865,1681,28,3,False,Below,0,Open,Dominant,word,click
887,participant_50,1,2,11,167,posture,Left_Open_0_Beside,1568140107822,1568140109066,1568140109066,1279,1124,2403,1244,23,0,False,Beside,0,Open,Dominant,click,word
889,participant_50,1,2,12,169,posture,Left_Open_90_On,1568140111191,1568140112498,1568140112498,2308,2059,4367,1307,24,0,False,On,90,Open,Dominant,word,click
891,participant_50,1,2,13,171,posture,Left_Open_90_Below,1568140114588,1568140115504,1568140115504,947,1315,2262,916,29,0,False,Below,90,Open,Dominant,click,word
893,participant_50,1,2,14,173,posture,Left_Open_90_Beside,1568140117620,1568140118699,1568140118699,1880,1753,3633,1079,23,4,False,Beside,90,Open,Dominant,word,click
895,participant_50,1,2,15,175,posture,Left_Open_180_On,1568140120487,1568140121631,1568140121631,1179,1187,2366,1144,27,0,False,On,180,Open,Dominant,click,word
897,participant_50,1,2,16,177,posture,Left_Open_180_Below,1568140123754,1568140125195,1568140125195,2377,1356,3733,1441,19,16,False,Below,180,Open,Dominant,word,word
899,participant_50,1,2,17,179,posture,Left_Open_180_Beside,1568140127487,1568140128828,1568140128828,2277,2091,4368,1341,23,9,False,Beside,180,Open,Dominant,word,click
901,participant_50,1,2,18,181,posture,Right_Close_0_On,1568140130950,1568140132361,1568140132361,1442,1527,2969,1411,31,0,False,On,0,Close,Non Dominant,click,click
903,participant_50,1,2,19,183,posture,Right_Close_0_Below,1568140133916,1568140135164,1568140135164,1276,1454,2730,1248,29,0,False,Below,0,Close,Non Dominant,click,word
905,participant_50,1,2,20,185,posture,Right_Close_0_Beside,1568140137651,1568140139164,1568140139164,2546,1888,4434,1513,20,8,False,Beside,0,Close,Non Dominant,word,click
907,participant_50,1,2,21,187,posture,Right_Close_90_On,1568140141086,1568140142393,1568140142393,1341,1427,2768,1307,28,0,False,On,90,Close,Non Dominant,click,word
909,participant_50,1,2,22,189,posture,Right_Close_90_Below,1568140145486,1568140147561,1568140147561,3741,1289,5030,2075,17,11,False,Below,90,Close,Non Dominant,word,click
911,participant_50,1,2,23,191,posture,Right_Close_90_Beside,1568140148883,1568140150229,1568140150229,1379,1390,2769,1346,26,4,False,Beside,90,Close,Non Dominant,click,click
913,participant_50,1,2,24,193,posture,Right_Close_180_On,1568140151652,1568140152927,1568140152927,1308,1889,3197,1275,24,4,False,On,180,Close,Non Dominant,click,click
915,participant_50,1,2,25,195,posture,Right_Close_180_Below,1568140154852,1568140155928,1568140155928,1112,1358,2470,1076,28,0,False,Below,180,Close,Non Dominant,click,word
917,participant_50,1,2,26,197,posture,Right_Close_180_Beside,1568140158417,1568140159861,1568140159861,2575,1726,4301,1444,20,11,False,Beside,180,Close,Non Dominant,word,click
919,participant_50,1,2,27,199,posture,Right_Open_0_On,1568140161618,1568140162930,1568140162930,1343,1522,2865,1312,28,0,False,On,0,Open,Non Dominant,click,word
