,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
7801,participant_45,4,8,12,601,posture,Left_Open_90_On,1567725083906,1567725085017,1567725085017,2177,1523,3700,1111,18,4,False,On,90,Open,Non Dominant,word,click
7803,participant_45,4,8,13,603,posture,Left_Open_90_Below,1567725086572,1567725087419,1567725087419,879,1422,2301,847,21,4,False,Below,90,Open,Non Dominant,click,word
7805,participant_45,4,8,14,605,posture,Left_Open_90_Beside,1567725090307,1567725091320,1567725091320,2479,1123,3602,1013,23,4,False,Beside,90,Open,Non Dominant,word,click
7809,participant_45,4,8,16,609,posture,Left_Open_180_Below,1567725095974,1567725096884,1567725096884,2044,1256,3300,910,15,8,False,Below,180,Open,Non Dominant,word,word
7811,participant_45,4,8,17,611,posture,Left_Open_180_Beside,1567725100710,1567725101718,1567725101718,3578,2159,5737,1008,13,4,False,Beside,180,Open,Non Dominant,word,click
7813,participant_45,4,8,18,613,posture,Right_Close_0_On,1567725103910,1567725105185,1567725105185,1308,1422,2730,1275,31,0,False,On,0,Close,Dominant,click,click
7815,participant_45,4,8,19,615,posture,Right_Close_0_Below,1567725106644,1567725107754,1567725107754,1147,1189,2336,1110,28,0,False,Below,0,Close,Dominant,click,word
7817,participant_45,4,8,20,617,posture,Right_Close_0_Beside,1567725109743,1567725110819,1567725110819,1876,1354,3230,1076,20,8,False,Beside,0,Close,Dominant,word,click
7819,participant_45,4,8,21,619,posture,Right_Close_90_On,1567725112208,1567725113187,1567725113187,1014,1419,2433,979,30,0,False,On,90,Close,Dominant,click,word
7821,participant_45,4,8,22,621,posture,Right_Close_90_Below,1567725116176,1567725117052,1567725117052,2446,989,3435,876,24,0,False,Below,90,Close,Dominant,word,click
7823,participant_45,4,8,23,623,posture,Right_Close_90_Beside,1567725118072,1567725118922,1567725118922,881,923,1804,850,26,0,False,Beside,90,Close,Dominant,click,click
7825,participant_45,4,8,24,625,posture,Right_Close_180_On,1567725119876,1567725120819,1567725120819,974,1654,2628,943,24,2,False,On,180,Close,Dominant,click,click
7827,participant_45,4,8,25,627,posture,Right_Close_180_Below,1567725122507,1567725123586,1567725123586,1113,1223,2336,1079,28,0,False,Below,180,Close,Dominant,click,word
7829,participant_45,4,8,26,629,posture,Right_Close_180_Beside,1567725125908,1567725126884,1567725126884,2075,1723,3798,976,22,7,False,Beside,180,Close,Dominant,word,click
7831,participant_45,4,8,27,631,posture,Right_Open_0_On,1567725128640,1567725129652,1567725129652,1045,1424,2469,1012,15,0,False,On,0,Open,Dominant,click,word
7833,participant_45,4,8,28,633,posture,Right_Open_0_Below,1567725132642,1567725133690,1567725133690,2614,1120,3734,1048,28,0,False,Below,0,Open,Dominant,word,word
7835,participant_45,4,8,29,635,posture,Right_Open_0_Beside,1567725136810,1567725137721,1567725137721,2911,1621,4532,911,20,4,False,Beside,0,Open,Dominant,word,click
7837,participant_45,4,8,30,637,posture,Right_Open_90_On,1567725139376,1567725140488,1567725140488,1146,1224,2370,1112,23,4,False,On,90,Open,Dominant,click,word
7839,participant_45,4,8,31,639,posture,Right_Open_90_Below,1567725144274,1567725145286,1567725145286,3574,1422,4996,1012,9,8,False,Below,90,Open,Dominant,word,word
7841,participant_45,4,8,32,641,posture,Right_Open_90_Beside,1567725147778,1567725148722,1567725148722,2014,1254,3268,944,27,0,False,Beside,90,Open,Dominant,word,click
7843,participant_45,4,8,33,643,posture,Right_Open_180_On,1567725150011,1567725151220,1567725151220,1244,1492,2736,1209,25,8,False,On,180,Open,Dominant,click,word
7845,participant_45,4,8,34,645,posture,Right_Open_180_Below,1567725154043,1567725155055,1567725155055,2343,1358,3701,1012,26,2,False,Below,180,Open,Dominant,word,click
7847,participant_45,4,8,35,647,posture,Right_Open_180_Beside,1567725156446,1567725157824,1567725157824,1411,0,1411,1378,17,16,False,Beside,180,Open,Dominant,click,click
7849,participant_45,4,9,0,649,shortcut,down,1567725160412,1567725162244,1567725162244,1867,98,1965,1832,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7851,participant_45,4,9,1,651,shortcut,Q,1567725164544,1567725166778,1567725166778,4436,1867,6303,2234,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7855,participant_45,4,9,3,655,shortcut,K,1567725173610,1567725175811,1567725175811,4333,67,4400,2201,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
7857,participant_45,4,9,4,657,shortcut,M,1567725178142,1567725179712,1567725179712,3834,1667,5501,1570,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7859,participant_45,4,9,5,659,shortcut,F,1567725181412,1567725182910,1567725182910,1531,69,1600,1498,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7861,participant_45,4,9,6,661,shortcut,K,1567725185243,1567725186814,1567725186814,3835,1731,5566,1571,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7867,participant_45,4,9,9,667,shortcut,L,1567725199611,1567725201114,1567725201114,4936,98,5034,1503,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
7871,participant_45,4,9,11,671,shortcut,T,1567725209779,1567725211614,1567725211614,1867,66,1933,1835,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7873,participant_45,4,9,12,673,shortcut,C,1567725213914,1567725215482,1567725215482,3802,1699,5501,1568,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7875,participant_45,4,9,13,675,shortcut,right,1567725217213,1567725218380,1567725218380,1199,100,1299,1167,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7881,participant_45,4,9,16,681,shortcut,Z,1567725230712,1567725232915,1567725232915,4668,130,4798,2203,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
7883,participant_45,4,9,17,683,shortcut,right,1567725235180,1567725236682,1567725236682,3637,1667,5304,1502,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7885,participant_45,4,9,18,685,shortcut,R,1567725238382,1567725240078,1567725240078,1729,1703,3432,1696,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
7887,participant_45,4,9,19,687,shortcut,C,1567725241811,1567725244046,1567725244046,2265,134,2399,2235,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7889,participant_45,4,9,20,689,shortcut,left,1567725246613,1567725248149,1567725248149,3969,1534,5503,1536,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7891,participant_45,4,9,21,691,shortcut,up,1567725249716,1567725251049,1567725251049,1366,100,1466,1333,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7895,participant_45,4,9,23,695,shortcut,O,1567725257812,1567725259881,1567725259881,2098,1470,3568,2069,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
7897,participant_45,4,9,24,697,shortcut,right,1567725261379,1567725262513,1567725262513,1162,1470,2632,1134,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
7903,participant_45,4,9,27,703,shortcut,W,1567725274483,1567725276484,1567725276484,2037,64,2101,2001,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
7905,participant_45,4,9,28,705,shortcut,U,1567725279447,1567725281316,1567725281316,4768,68,4836,1869,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
7911,participant_45,4,9,31,711,shortcut,O,1567725293583,1567725295384,1567725295384,4733,65,4798,1801,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
7913,participant_45,4,9,32,713,shortcut,D,1567725297947,1567725299950,1567725299950,4501,1197,5698,2003,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7917,participant_45,4,9,34,717,shortcut,U,1567725305782,1567725307549,1567725307549,3732,1234,4966,1767,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
7919,participant_45,4,9,35,719,shortcut,down,1567725308814,1567725309951,1567725309951,1168,0,1168,1137,0,0,False,shortcut,shortcut,shortcut,shortcut,click,NA
8065,participant_39,1,2,0,145,posture,Left_Close_0_On,1567628315888,1567628317503,1567628317503,1647,1354,3001,1615,26,4,False,On,0,Close,Non Dominant,click,word
8067,participant_39,1,2,1,147,posture,Left_Close_0_Below,1567628320758,1567628321766,1567628321766,2909,1494,4403,1008,24,0,False,Below,0,Close,Non Dominant,word,click
8069,participant_39,1,2,2,149,posture,Left_Close_0_Beside,1567628323293,1567628324369,1567628324369,1109,1123,2232,1076,28,0,False,Beside,0,Close,Non Dominant,click,word
8073,participant_39,1,2,4,153,posture,Left_Close_90_Below,1567628332425,1567628333335,1567628333335,2610,1392,4002,910,24,0,False,Below,90,Close,Non Dominant,word,click
8075,participant_39,1,2,5,155,posture,Left_Close_90_Beside,1567628334756,1567628335735,1567628335735,1008,1054,2062,979,28,0,False,Beside,90,Close,Non Dominant,click,word
8077,participant_39,1,2,6,157,posture,Left_Close_180_On,1567628337388,1567628338434,1567628338434,1645,1159,2804,1046,26,0,False,On,180,Close,Non Dominant,word,click
8079,participant_39,1,2,7,159,posture,Left_Close_180_Below,1567628339626,1567628340614,1567628340614,1021,1487,2508,988,20,6,False,Below,180,Close,Non Dominant,click,click
8081,participant_39,1,2,8,161,posture,Left_Close_180_Beside,1567628342135,1567628344147,1567628344147,2046,1125,3171,2012,32,4,False,Beside,180,Close,Non Dominant,click,word
8083,participant_39,1,2,9,163,posture,Left_Open_0_On,1567628345969,1567628346448,1567628346448,1176,1124,2300,479,14,0,False,On,0,Open,Non Dominant,word,word
8085,participant_39,1,2,10,165,posture,Left_Open_0_Below,1567628349002,1567628350884,1567628350884,3312,1286,4598,1882,20,8,False,Below,0,Open,Non Dominant,word,click
8087,participant_39,1,2,11,167,posture,Left_Open_0_Beside,1567628352202,1567628353551,1567628353551,1381,1055,2436,1349,23,4,False,Beside,0,Open,Non Dominant,click,word
8089,participant_39,1,2,12,169,posture,Left_Open_90_On,1567628355505,1567628356513,1567628356513,1907,1324,3231,1008,28,0,False,On,90,Open,Non Dominant,word,click
8091,participant_39,1,2,13,171,posture,Left_Open_90_Below,1567628357870,1567628358148,1567628358148,311,1058,1369,278,6,0,False,Below,90,Open,Non Dominant,click,word
8093,participant_39,1,2,14,173,posture,Left_Open_90_Beside,1567628360136,1567628361317,1567628361317,2111,1319,3430,1181,23,4,False,Beside,90,Open,Non Dominant,word,click
8095,participant_39,1,2,15,175,posture,Left_Open_180_On,1567628362672,1567628363684,1567628363684,1048,1286,2334,1012,24,0,False,On,180,Open,Non Dominant,click,word
8097,participant_39,1,2,16,177,posture,Left_Open_180_Below,1567628365935,1567628367181,1567628367181,2211,992,3203,1246,19,8,False,Below,180,Open,Non Dominant,word,word
8101,participant_39,1,2,18,181,posture,Right_Close_0_On,1567628371770,1567628373855,1567628373855,2115,1486,3601,2085,29,0,False,On,0,Close,Dominant,click,click
8103,participant_39,1,2,19,183,posture,Right_Close_0_Below,1567628375370,1567628376447,1567628376447,1106,1060,2166,1077,29,0,False,Below,0,Close,Dominant,click,word
8105,participant_39,1,2,20,185,posture,Right_Close_0_Beside,1567628378140,1567628379217,1567628379217,1710,1286,2996,1077,30,0,False,Beside,0,Close,Dominant,word,click
8107,participant_39,1,2,21,187,posture,Right_Close_90_On,1567628380537,1567628381683,1567628381683,1180,925,2105,1146,30,0,False,On,90,Close,Dominant,click,word
8109,participant_39,1,2,22,189,posture,Right_Close_90_Below,1567628383602,1567628384717,1567628384717,2109,1223,3332,1115,17,11,False,Below,90,Close,Dominant,word,click
8111,participant_39,1,2,23,191,posture,Right_Close_90_Beside,1567628385974,1567628387016,1567628387016,1076,1454,2530,1042,27,4,False,Beside,90,Close,Dominant,click,click
8113,participant_39,1,2,24,193,posture,Right_Close_180_On,1567628388505,1567628389651,1567628389651,1181,1319,2500,1146,24,4,False,On,180,Close,Dominant,click,click
8115,participant_39,1,2,25,195,posture,Right_Close_180_Below,1567628391003,1567628392024,1567628392024,1054,1117,2171,1021,20,0,False,Below,180,Close,Dominant,click,word
8117,participant_39,1,2,26,197,posture,Right_Close_180_Beside,1567628393772,1567628394820,1567628394820,1679,1254,2933,1048,20,10,False,Beside,180,Close,Dominant,word,click
8121,participant_39,1,2,28,201,posture,Right_Open_0_Below,1567628401119,1567628402330,1567628402330,1911,1087,2998,1211,30,0,False,Below,0,Open,Dominant,word,word
8123,participant_39,1,2,29,203,posture,Right_Open_0_Beside,1567628405420,1567628406627,1567628406627,3210,1694,4904,1207,14,12,False,Beside,0,Open,Dominant,word,click
8125,participant_39,1,2,30,205,posture,Right_Open_90_On,1567628408350,1567628409534,1567628409534,1213,1051,2264,1184,23,4,False,On,90,Open,Dominant,click,word
8127,participant_39,1,2,31,207,posture,Right_Open_90_Below,1567628411653,1567628412599,1567628412599,2014,1155,3169,946,17,8,False,Below,90,Open,Dominant,word,word
8129,participant_39,1,2,32,209,posture,Right_Open_90_Beside,1567628414387,1567628415429,1567628415429,1675,1791,3466,1042,19,8,False,Beside,90,Open,Dominant,word,click
8131,participant_39,1,2,33,211,posture,Right_Open_180_On,1567628417251,1567628418428,1567628418428,1208,1093,2301,1177,25,8,False,On,180,Open,Dominant,click,word
8133,participant_39,1,2,34,213,posture,Right_Open_180_Below,1567628420221,1567628421529,1567628421529,2008,1824,3832,1308,23,9,False,Below,180,Open,Dominant,word,click
8135,participant_39,1,2,35,215,posture,Right_Open_180_Beside,1567628423387,1567628424600,1567628424600,1247,0,1247,1213,23,8,False,Beside,180,Open,Dominant,click,click
8137,participant_39,1,3,0,217,shortcut,V,1567628427453,1567628430018,1567628430018,2596,169,2765,2565,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8141,participant_39,1,3,2,221,shortcut,S,1567628436852,1567628438820,1567628438820,1999,169,2168,1968,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8145,participant_39,1,3,4,225,shortcut,W,1567628450122,1567628451854,1567628451854,3499,1369,4868,1732,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8147,participant_39,1,3,5,227,shortcut,K,1567628453255,1567628454954,1567628454954,1731,100,1831,1699,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8151,participant_39,1,3,7,231,shortcut,C,1567628461489,1567628463056,1567628463056,1602,1596,3198,1567,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8153,participant_39,1,3,8,233,shortcut,G,1567628464689,1567628467287,1567628467287,2635,134,2769,2598,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8155,participant_39,1,3,9,235,shortcut,U,1567628469090,1567628471157,1567628471157,3736,63,3799,2067,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8157,participant_39,1,3,10,237,shortcut,up,1567628474220,1567628475923,1567628475923,4703,1497,6200,1703,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8159,participant_39,1,3,11,239,shortcut,Y,1567628477456,1567628479589,1567628479589,2169,101,2270,2133,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8161,participant_39,1,3,12,241,shortcut,M,1567628481186,1567628483387,1567628483387,3697,1733,5430,2201,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8163,participant_39,1,3,13,243,shortcut,F,1567628485156,1567628486691,1567628486691,1571,98,1669,1535,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8165,participant_39,1,3,14,245,shortcut,C,1567628492255,1567628494090,1567628494090,7301,1432,8733,1835,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8167,participant_39,1,3,15,247,shortcut,W,1567628495555,1567628497187,1567628497187,1665,169,1834,1632,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8169,participant_39,1,3,16,249,shortcut,S,1567628501289,1567628502791,1567628502791,5435,133,5568,1502,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8171,participant_39,1,3,17,251,shortcut,Y,1567628504387,1567628505822,1567628505822,2898,2201,5099,1435,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8173,participant_39,1,3,18,253,shortcut,P,1567628508055,1567628509223,1567628509223,1200,1831,3031,1168,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8177,participant_39,1,3,20,257,shortcut,X,1567628516589,1567628518854,1567628518854,5296,1736,7032,2265,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8179,participant_39,1,3,21,259,shortcut,left,1567628520622,1567628522390,1567628522390,1800,98,1898,1768,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8181,participant_39,1,3,22,261,shortcut,Y,1567628524089,1567628526525,1567628526525,4037,1595,5632,2436,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8183,participant_39,1,3,23,263,shortcut,L,1567628528154,1567628530857,1567628530857,2737,1298,4035,2703,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8185,participant_39,1,3,24,265,shortcut,O,1567628532186,1567628533590,1567628533590,1435,1065,2500,1404,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8187,participant_39,1,3,25,267,shortcut,up,1567628534691,1567628536823,1567628536823,2168,134,2302,2132,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8191,participant_39,1,3,27,271,shortcut,F,1567628543591,1567628546224,1567628546224,2670,133,2803,2633,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8193,participant_39,1,3,28,273,shortcut,W,1567628551622,1567628554221,1567628554221,7864,101,7965,2599,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8197,participant_39,1,3,30,277,shortcut,left,1567628561858,1567628563421,1567628563421,1597,135,1732,1563,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8203,participant_39,1,3,33,283,shortcut,E,1567628577125,1567628579025,1567628579025,1933,134,2067,1900,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8209,participant_39,2,4,0,289,posture,Left_Close_0_On,1567628593123,1567628595201,1567628595201,2109,1021,3130,2078,27,0,False,On,0,Close,Non Dominant,click,word
8211,participant_39,2,4,1,291,posture,Left_Close_0_Below,1567628597289,1567628598302,1567628598302,2080,1589,3669,1013,29,0,False,Below,0,Close,Non Dominant,word,click
8213,participant_39,2,4,2,293,posture,Left_Close_0_Beside,1567628599922,1567628601270,1567628601270,1379,1286,2665,1348,28,0,False,Beside,0,Close,Non Dominant,click,word
8215,participant_39,2,4,3,295,posture,Left_Close_90_On,1567628603893,1567628605101,1567628605101,2545,1057,3602,1208,29,0,False,On,90,Close,Non Dominant,word,word
8217,participant_39,2,4,4,297,posture,Left_Close_90_Below,1567628606827,1567628607803,1567628607803,1645,1357,3002,976,15,0,False,Below,90,Close,Non Dominant,word,click
8219,participant_39,2,4,5,299,posture,Left_Close_90_Beside,1567628609191,1567628610203,1567628610203,1043,1320,2363,1012,28,0,False,Beside,90,Close,Non Dominant,click,word
8221,participant_39,2,4,6,301,posture,Left_Close_180_On,1567628612926,1567628614067,1567628614067,2544,1223,3767,1141,28,1,False,On,180,Close,Non Dominant,word,click
8223,participant_39,2,4,7,303,posture,Left_Close_180_Below,1567628615325,1567628616339,1567628616339,1049,1586,2635,1014,19,9,False,Below,180,Close,Non Dominant,click,click
8225,participant_39,2,4,8,305,posture,Left_Close_180_Beside,1567628617961,1567628620606,1567628620606,2681,1184,3865,2645,34,14,False,Beside,180,Close,Non Dominant,click,word
8227,participant_39,2,4,9,307,posture,Left_Open_0_On,1567628623024,1567628623436,1567628623436,1646,1457,3103,412,12,0,False,On,0,Open,Non Dominant,word,word
8229,participant_39,2,4,10,309,posture,Left_Open_0_Below,1567628625656,1567628626737,1567628626737,1844,1523,3367,1081,27,1,False,Below,0,Open,Non Dominant,word,click
8231,participant_39,2,4,11,311,posture,Left_Open_0_Beside,1567628628290,1567628629768,1567628629768,1508,1161,2669,1478,25,0,False,Beside,0,Open,Non Dominant,click,word
8233,participant_39,2,4,12,313,posture,Left_Open_90_On,1567628631727,1567628633641,1567628633641,2712,1520,4232,1914,21,2,False,On,90,Open,Non Dominant,word,click
8235,participant_39,2,4,13,315,posture,Left_Open_90_Below,1567628635194,1567628635641,1567628635641,480,1384,1864,447,9,0,False,Below,90,Open,Non Dominant,click,word
8237,participant_39,2,4,14,317,posture,Left_Open_90_Beside,1567628637727,1567628638636,1567628638636,1611,1257,2868,909,23,4,False,Beside,90,Open,Non Dominant,word,click
8239,participant_39,2,4,15,319,posture,Left_Open_180_On,1567628639927,1567628640904,1567628640904,1011,1023,2034,977,27,0,False,On,180,Open,Non Dominant,click,word
8241,participant_39,2,4,16,321,posture,Left_Open_180_Below,1567628642628,1567628644504,1567628644504,2577,1091,3668,1876,19,16,False,Below,180,Open,Non Dominant,word,word
8249,participant_39,2,4,20,329,posture,Right_Close_0_Beside,1567628659561,1567628660703,1567628660703,2075,1760,3835,1142,24,3,False,Beside,0,Close,Dominant,word,click
8251,participant_39,2,4,21,331,posture,Right_Close_90_On,1567628662496,1567628663807,1567628663807,1344,1286,2630,1311,28,0,False,On,90,Close,Dominant,click,word
8255,participant_39,2,4,23,335,posture,Right_Close_90_Beside,1567628671629,1567628672874,1567628672874,1282,1989,3271,1245,23,4,False,Beside,90,Close,Dominant,click,click
8259,participant_39,2,4,25,339,posture,Right_Close_180_Below,1567628677761,1567628679541,1567628679541,1812,1223,3035,1780,14,0,False,Below,180,Close,Dominant,click,word
8261,participant_39,2,4,26,341,posture,Right_Close_180_Beside,1567628685460,1567628686541,1567628686541,5777,1587,7364,1081,15,14,False,Beside,180,Close,Dominant,word,click
8263,participant_39,2,4,27,343,posture,Right_Open_0_On,1567628688159,1567628689872,1567628689872,1744,1123,2867,1713,17,0,False,On,0,Open,Dominant,click,word
8265,participant_39,2,4,28,345,posture,Right_Open_0_Below,1567628691691,1567628692841,1567628692841,1846,987,2833,1150,23,8,False,Below,0,Open,Dominant,word,word
8267,participant_39,2,4,29,347,posture,Right_Open_0_Beside,1567628694862,1567628696039,1567628696039,2211,1222,3433,1177,19,12,False,Beside,0,Open,Dominant,word,click
8269,participant_39,2,4,30,349,posture,Right_Open_90_On,1567628697292,1567628698343,1567628698343,1082,1020,2102,1051,23,4,False,On,90,Open,Dominant,click,word
8271,participant_39,2,4,31,351,posture,Right_Open_90_Below,1567628699960,1567628700906,1567628700906,1543,957,2500,946,19,8,False,Below,90,Open,Dominant,word,word
8273,participant_39,2,4,32,353,posture,Right_Open_90_Beside,1567628702427,1567628703442,1567628703442,1579,1418,2997,1015,24,4,False,Beside,90,Open,Dominant,word,click
8275,participant_39,2,4,33,355,posture,Right_Open_180_On,1567628704897,1567628706208,1567628706208,1348,1090,2438,1311,24,8,False,On,180,Open,Dominant,click,word
8277,participant_39,2,4,34,357,posture,Right_Open_180_Below,1567628708427,1567628709574,1567628709574,2276,886,3162,1147,16,14,False,Below,180,Open,Dominant,word,click
8279,participant_39,2,4,35,359,posture,Right_Open_180_Beside,1567628710498,1567628711574,1567628711574,1114,0,1114,1076,17,14,False,Beside,180,Open,Dominant,click,click
8283,participant_39,2,5,1,363,shortcut,Y,1567628720360,1567628722199,1567628722199,5070,1497,6567,1839,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8287,participant_39,2,5,3,367,shortcut,Q,1567628728693,1567628730965,1567628730965,3937,95,4032,2272,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8289,participant_39,2,5,4,369,shortcut,B,1567628732965,1567628735599,1567628735599,4539,2463,7002,2634,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8291,participant_39,2,5,5,371,shortcut,Z,1567628738097,1567628740365,1567628740365,2303,65,2368,2268,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8293,participant_39,2,5,6,373,shortcut,L,1567628743532,1567628745429,1567628745429,4999,1601,6600,1897,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8295,participant_39,2,5,7,375,shortcut,T,1567628747064,1567628748899,1567628748899,1869,968,2837,1835,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8297,participant_39,2,5,8,377,shortcut,D,1567628749899,1567628752165,1567628752165,2298,133,2431,2266,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8301,participant_39,2,5,10,381,shortcut,T,1567628761630,1567628763732,1567628763732,4133,2065,6198,2102,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8307,participant_39,2,5,13,387,shortcut,H,1567628777164,1567628779566,1567628779566,2436,64,2500,2402,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8309,participant_39,2,5,14,389,shortcut,V,1567628781497,1567628783632,1567628783632,4002,1567,5569,2135,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8311,participant_39,2,5,15,391,shortcut,M,1567628785233,1567628786697,1567628786697,1498,102,1600,1464,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8313,participant_39,2,5,16,393,shortcut,S,1567628788629,1567628790767,1567628790767,3968,166,4134,2138,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8317,participant_39,2,5,18,397,shortcut,U,1567628797199,1567628799432,1567628799432,2265,1167,3432,2233,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8321,participant_39,2,5,20,401,shortcut,N,1567628808630,1567628811434,1567628811434,7000,1434,8434,2804,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8325,participant_39,2,5,22,405,shortcut,J,1567628819367,1567628821768,1567628821768,6770,1797,8567,2401,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8327,participant_39,2,5,23,407,shortcut,left,1567628823599,1567628825135,1567628825135,1570,1567,3137,1536,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8331,participant_39,2,5,25,411,shortcut,D,1567628832066,1567628834000,1567628834000,1967,133,2100,1934,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8333,participant_39,2,5,26,413,shortcut,Q,1567628836468,1567628839000,1567628839000,4867,1300,6167,2532,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8335,participant_39,2,5,27,415,shortcut,B,1567628840331,1567628841766,1567628841766,1466,67,1533,1435,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8337,participant_39,2,5,28,417,shortcut,left,1567628843431,1567628844535,1567628844535,2702,99,2801,1104,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8339,participant_39,2,5,29,419,shortcut,S,1567628846101,1567628848903,1567628848903,4269,1332,5601,2802,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8341,participant_39,2,5,30,421,shortcut,U,1567628850270,1567628852371,1567628852371,2136,96,2232,2101,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8343,participant_39,2,5,31,423,shortcut,down,1567628856933,1567628858567,1567628858567,6100,136,6236,1634,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
8347,participant_39,2,5,33,427,shortcut,J,1567628865465,1567628867934,1567628867934,2501,102,2603,2469,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
8349,participant_39,2,5,34,429,shortcut,L,1567628870070,1567628871534,1567628871534,3498,1437,4935,1464,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
8351,participant_39,2,5,35,431,shortcut,T,1567628873003,1567628875333,1567628875333,2362,0,2362,2330,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
8353,participant_39,3,6,0,433,posture,Left_Close_0_On,1567628877737,1567628879748,1567628879748,2047,1185,3232,2011,27,0,False,On,0,Close,Non Dominant,click,word
8355,participant_39,3,6,1,435,posture,Left_Close_0_Below,1567628881537,1567628882548,1567628882548,1615,1490,3105,1011,29,0,False,Below,0,Close,Non Dominant,word,click
8357,participant_39,3,6,2,437,posture,Left_Close_0_Beside,1567628884070,1567628885077,1567628885077,1039,961,2000,1007,28,0,False,Beside,0,Close,Non Dominant,click,word
